"Brand","category_option","collection_available","Colour","condition","condition_option","courier_collection_allowed","cover_image","delivery_class","delivery_estimates_enabled","delivery_method","Delivery_type","description","image","images","imagestext","Location_Geo","price","quantity_available","rating","rating_option","title","type","URL_Slug","user:location","repair_images","current_supabase_images","image_status","expected_image_count","imported_image_count","notes"
"NordicTrack","","yes","","Used","","","","","","","","In very good condition. Not required anymore.

Buyer to collect and will need to be dismantled slightly, this is very easy to do. Unless you can bring more people to lift it out.","","","https://equipd.co.uk/fileupload/f1773252587760x510150613530995200/644456818_923569867340425_5420479863024666751_n.jpg , https://equipd.co.uk/fileupload/f1773252584327x900699826331640300/645240258_1311661514130703_3749767859418001801_n.jpg","Louth LN11, UK","850","1","Home Use",""," Nordictrack Commercial 1750","Treadmills","nordictrack-treadmills-louth","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Used","","","","","","","","Great machine and in very good condition, selling due to not requiring it anymore, compact dual leg curl and leg extension machine. 

Buyer to collect and dismantle.","","","https://equipd.co.uk/fileupload/f1773252674521x264661352071191140/642342273_2359983947807880_8012246911641741455_n.jpg","Louth LN11, UK","1000","1","Full Commercial","","Star Trac Instinct Dual Leg Extension/Leg Curl","Pin Loaded Machine","other-pin-loaded-machine-louth","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Peloton","","yes","","Used","","","","","","","","Selling my Peloton Bike+, fully working (can be seen working before collection). 
","","","https://equipd.co.uk/fileupload/f1773309019398x617028487061802600/649459158_2350561198690029_2664224051066511957_n.jpg , https://equipd.co.uk/fileupload/f1773309015120x599396980892607000/650369699_1351366677018739_1547607693435808553_n.jpg , https://equipd.co.uk/fileupload/f1773309016742x428632479798471940/649986597_1476140014144284_4214652015816006022_n.jpg , https://equipd.co.uk/fileupload/f1773309020241x239102627594969470/650175682_1634019541120106_195208375856220469_n.jpg , https://equipd.co.uk/fileupload/f1773309021668x576040852681025500/649982192_2393434791164585_6911703287215553889_n.jpg","Lichfield, UK","550","1","Home Use","","Peloton Bike+","Spin Bikes","peloton-spin-bikes-lichfield","","","0","ZERO_IMAGES","5","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Used","","","","","","","","All cleaned up and ready for a new home.

Selling as a set.

Doesn't include 12kg (never had them). ","","","https://equipd.co.uk/fileupload/f1773309135258x504080479389448000/641332457_1252149283523321_263355782405331727_n%20%281%29.jpg , https://equipd.co.uk/fileupload/f1773309122742x298486102886340800/639038917_1243346690492531_5971531055155988281_n.jpg , https://equipd.co.uk/fileupload/f1773309124113x536834956500969800/638736244_1240944930813628_3982397039060135458_n.jpg","Northwich, UK","550","1","Full Commercial","","Dumbbells 10kg - 30kg","Dumbbells","other-dumbbells-northwich","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Reebok Fitness","","yes","","New","","","","","","","","Reebok Jet 100 treadmill, Good for running, walking , Cardio , Has 23 level electronic incline , Designed with Air motion cushion technology.
30 user program 
Built in speaker 
Bluetooth connection 
1.6hp continuous motor size 
Folds for storage 
Hand grip pulse sensor 
8 display function 
Auto stop safety system","","","https://equipd.co.uk/fileupload/f1773309235123x659341664261602800/640278622_924659409920315_6602794436951544950_n.jpg , https://equipd.co.uk/fileupload/f1773309236776x953751284401948900/639680408_1227635036104575_3163655879928321170_n.jpg , https://equipd.co.uk/fileupload/f1773309238716x105990958404482030/639030425_1961154498615088_1330544190053935484_n.jpg , https://equipd.co.uk/fileupload/f1773309239953x142924663813150270/638315259_934769525746908_6429174899185043586_n.jpg","Bradford, UK","380","1","Home Use","","Reebok Treadmill","Treadmills","reebok-fitness-treadmills-bradford","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"","","yes","","Like New","","","","","","","","Used treadmill for sale, in great condition, clean and little used. It's perfect for low-impact workouts, folds up nicely and has wheels for easy movement. It also comes with fitness tracking features, instructions and manual.

Details and features
The Reebok i-Run 4.0 is a compact, home-friendly treadmill designed for space-saving and ease of use. It features a quick-release folding mechanism, transport wheels, and a 2 hp motor reaching speeds up to 16 km/h. With 12 pre-set workouts, 3 goal modes, and a 4° incline, it supports varied and challenging training. An adjustable mount for tablets/phones allows multimedia engagement and access to fitness apps and online communities, enhancing the workout experience.

Features:
1.25 HP continuous motor size
1-16kph (0.6-10 mph) speed range
4 degree fixed incline
16 workout programmes (12 Preset workouts, 3 Target workouts (time, distance & calories), Bodyfat test, Steps, Quickstart)
Feedback: Speed, distance, time, calories, pulse, bodyfat, steps
Running area: Length= 125cm (49.2”), Width= 46cm (18.1”)
Heart rate measurement via hand grip pulse sensors
Conveniences: folding mechanism, auto stop safety system, transportation wheels, tablet holder
Dimensions in use: Length=156cm (61.4”), Width=75cm (29.5”), Height=133cm (52.4”)
Dimensions folded: Length=153cm (60.2”), Width=75cm (29.5”), Height=31.5cm (12.4”)
Maximum User Weight: 120kg (264.6lbs)

Feel free to message for more info.

Collection only from Glasgow city centre.","","","https://equipd.co.uk/fileupload/f1773340608411x469309195841240300/1.jpg , https://equipd.co.uk/fileupload/f1773340641654x822429496411389800/2.jpg , https://equipd.co.uk/fileupload/f1773340694561x931969519731968400/3.jpg","Glasgow, UK","200","1","Home Use","","Reebok i-Run 4.0 Treadmill - White","Treadmills","-treadmills-glasgow","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Other","","yes","","Used","","no","","","","","","SKI ERG BY ORIGIN STORM","","","https://equipd.co.uk/fileupload/f1773353144993x969757163724174200/IMG_3127.jpg","Willenhall, UK","280","1","Full Commercial","","SKI ERG","Skierg","other-skierg-willenhall","","","0","ZERO_IMAGES","1","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Echelon","","yes","","Like New","","no","","2-man Delivery","","","","test","","","https://equipd.co.uk/fileupload/f1773423085756x744691879172800800/639038917_1243346690492531_5971531055155988281_n.jpg","Wakefield, UK","1","0","Home Use","","test","Treadmills","echelon-treadmills-wakefield","","","0","OK","1","0","Importer skip: quantity_available=0 (sold/unavailable); obvious test listing; All fileupload URLs failed (private CDN / expired equipd.co.uk SSL)"
"Stages Cycling","","yes","","Like New","","no","","Van","","","","Stages SC3 spin bike with Monitor & Power Meter.

£650!! 

Excellent Condition! 

Last time It was used it had service done 

Collection Wroxham NR12 or can deliver 

Key Features:

• Commercial grade steel frame – built to withstand heavy use in gyms and studios

• Smooth magnetic resistance system – whisper-quiet operation with realistic road feel

• Fully adjustable seat and handlebars – vertical and horizontal adjustments for a custom fit

• Stages console – tracks speed, distance, calories, power (watts), RPM, and more

• Integrated power meter for accurate performance training

• Transport wheels for easy movement","","","https://equipd.co.uk/fileupload/f1773443896492x733950330225294600/IMG_3130.jpg , https://equipd.co.uk/fileupload/f1773443890363x620605541328140400/IMG_3133.jpg , https://equipd.co.uk/fileupload/f1773443891972x358653438949666940/IMG_3132.jpg , https://equipd.co.uk/fileupload/f1773443897173x733838915739009000/IMG_3131.jpg","Norwich, UK","650","1","Full Commercial","","Stages SC3 Spin Bike","Spin Bikes","stages-cycling-spin-bikes-norwich","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"BodyPower","","yes","","Like New","","no","","Pallet Delivery","","","","All in excellent condition, just not getting enough use. Collection only, can be dismantled.","","","https://equipd.co.uk/fileupload/f1773444034846x246988919078328100/IMG_3137.jpg , https://equipd.co.uk/fileupload/f1773444036602x696906500361381500/IMG_3136.jpg , https://equipd.co.uk/fileupload/f1773444069011x151282767596518720/IMG_3135.jpg","Daventry NN11, UK","2000","1","Light Commercial","","Home Gym - weightlifting rack, weights, Olympic bar, adjustable bench and matting","Squat Rack","bodypower-squat-rack-daventry","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Life Fitness","","yes","","Used","","no","","2-man Delivery","","","","Upgrade your home workouts with professional, commercial-grade equipment. We are selling our Life Fitness F3 Folding Treadmill and Life Fitness X1 Elliptical Cross-Trainer. Both machines are in excellent working condition, meticulously maintained, and built to last a lifetime. Both machines have only had very light use -40hrs treadmill, 46 hrs stepper
Item 1: Life Fitness F3 Folding Treadmill
The F3 is the gold standard for home treadmills—sturdy enough for heavy running but folds away to save space.
• Console: Track Connect
• Key Features: FlexDeck Shock Absorption System (reduces joint impact by 30%), heart rate monitoring, and 0–10mph speed range.
• Condition: Excellent. The motor is quiet, and the belt has been regularly lubricated.
Item 2: Life Fitness X1 Elliptical Cross-Trainer
A gym-quality elliptical designed for a smooth, natural total-body workout.
• Console: Track Connect
• Key Features: WhisperStride technology (extremely quiet operation), 20 resistance levels, and a heavy-duty steel frame.
• Condition: Smooth motion, no squeaks, electronics fully functional.
Pricing
• Bundle Price: £1,350 (Best value)
• F3 Treadmill Individually: £950
• X1 Cross-Trainer Individually: £500
(Open to sensible offers for a quick collection.)

Collection & Logistics 
• Location: Bury St Edmunds
• Transport: These are heavy, high-quality machines. You will need a large van and at least two strong people to move them.
• Testing: Happy to demonstrate both machines working upon arrival.","","","https://equipd.co.uk/fileupload/f1773484739117x235699456602883620/651575480_35288254974107316_561136947358179137_n.jpg , https://equipd.co.uk/fileupload/f1773484733989x751952622512004300/649591756_1450806486490426_5175834516248681346_n.jpg , https://equipd.co.uk/fileupload/f1773484735291x833185354123098200/650406199_26376488695278817_7896468781659417512_n.jpg , https://equipd.co.uk/fileupload/f1773484738468x722202372954915600/651135374_699782686493908_5688577719110986466_n.jpg , https://equipd.co.uk/fileupload/f1773484742664x290114602430469500/651308137_1953302682218277_5466897285369027297_n.jpg , https://equipd.co.uk/fileupload/f1773484742002x162665366489030750/649591758_936883386184438_3316105121200262171_n.jpg","Bury St Edmunds, Bury Saint Edmunds, UK","1350","1","Home Use","","Life Fitness Professional Home Gym Bundle(F3 Treadmill & X1 Cross-Trainer)","Treadmills","life-fitness-treadmills-bury-st-edmunds","","","0","ZERO_IMAGES","6","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"BodyPower","","yes","","Like New","","no","","2-man Delivery","","","","Used literally once or twice so getting rid of it to get the space back. Bought around January time. Really great piece of equipment for a good price if you’re into running.

40 levels of incline and up to 18km/h, mp3 input.
About 100kg and quite bulky so collection only. 
Preston, Lancashire
Location is approximate
Sponsored
Seller information
Owain Meredith
Joined Facebook in 2010
","","","https://equipd.co.uk/fileupload/f1773486010980x806723213429691100/650246607_4355444021347016_7372002536154149040_n.jpg , https://equipd.co.uk/fileupload/f1773486007643x210656523512092500/650515312_4429958283907234_2816582852986806487_n.jpg","Daventry NN11, UK","800","1","Home Use","","Volta Incline trainer / treadmill","Treadmills","bodypower-treadmills-daventry","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Life Fitness","","yes","","Like New","","no","","Pallet Delivery","","","","No offers this is the Top end Top spec.
Dismantled ready for collection.

All weight plates taken off and split in to 2 HEAVY sides and then the middle parts taken off.

Will need a Van as large! And 2 people to lift ....i may be able to help, but at some point i will be having surgery so if after that then will need 2 people  as i wont be able to lift for over 3 weeks after this.","","","https://equipd.co.uk/fileupload/f1773699583946x416123873496741800/IMG_3166.jpg , https://equipd.co.uk/fileupload/f1773699577828x977429536744351100/IMG_3169.jpg , https://equipd.co.uk/fileupload/f1773699579653x843105543816038400/IMG_3170.jpg , https://equipd.co.uk/fileupload/f1773699584758x167970381838174600/IMG_3168.jpg","Nottingham, UK","2800","1","Light Commercial","","Life Fitness Signature Series DAP Adjustable Pulley RRP £12,138","Dual Cable Pulley","life-fitness-dual-cable-pulley-nottingham","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Precor","","yes","","Used","","no","","Pallet Delivery","","","","Precor incline chest press. In full working order, couple of splits in the upholstery but that doesn’t effect anything. 

Weights not included!

Collection from Derby 

£650 Ono","","","https://equipd.co.uk/fileupload/f1773699764356x328459865268020160/IMG_3171.jpg , https://equipd.co.uk/fileupload/f1773699753785x189537852893001400/IMG_3172.jpg , https://equipd.co.uk/fileupload/f1773699755854x718793334668092800/IMG_3173.jpg , https://equipd.co.uk/fileupload/f1773699762506x567368069438483700/IMG_3174.jpg","Derby, UK","650","1","Full Commercial","","Precor chest press","Plate Loaded Machine","precor-plate-loaded-machine-derby","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Life Fitness","","yes","","Like New","","yes","","2-man Delivery","","","","Life Fitness X1 Elliptical Trainer with a Go Console amazing condition working retail for 1 thousand some 1 thousand 800 can drop off depending on distanc","","","https://equipd.co.uk/fileupload/f1773753049869x401935999909965200/653095307_1434562338206372_9215432479351320466_n.jpg , https://equipd.co.uk/fileupload/f1773753045274x170294622304800300/651195937_1313168260647929_6373684740021179732_n.jpg , https://equipd.co.uk/fileupload/f1773753046750x149630236916493020/650997872_25849394574742582_8835101510560711833_n.jpg","Lincoln, UK","500","1","Home Use","","elliptical cross trainer Life Fitness X1 Elliptical Trainer with a Go Console","Crosstrainers","life-fitness-crosstrainers-lincoln","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"NordicTrack","","yes","","Like New","","no","","Van","","","","NordicTrack RW700 rowing machine for sale in as-new condition (still has protective film in places, bought by my dad who has only used it once and no longer wants it. He paid RRP last autumn at £1,200.

Comes with mains power cable and manual 

Online I-Fit  membership not included and has never been registered to this machine.

Great bit of kit at a fraction of the RRP","","","https://equipd.co.uk/fileupload/f1773846747246x440971751422823940/IMG_4031.jpg , https://equipd.co.uk/fileupload/f1773846715103x511660541361256060/IMG_4038.jpg , https://equipd.co.uk/fileupload/f1773846665848x636858106700650000/IMG_4032.jpg , https://equipd.co.uk/fileupload/f1773846670964x668421180789478900/IMG_4031.jpg , https://equipd.co.uk/fileupload/f1773846679222x147859571031067070/IMG_4043.jpg , https://equipd.co.uk/fileupload/f1773846643351x518026009027502200/IMG_4039.jpg","Ellesmere Port, UK","725","1","Home Use","","NordicTrack RW700 Rowing Machine ","Rowers","nordictrack-rowers-ellesmere-port","","","0","ZERO_IMAGES","6","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"NordicTrack","","yes","","Like New","","no","","Van","","","","Great bike, only used a few times. Joined a gym so not using anymore. Good quality bike, with incline options, and built in fan.
Collection only.","","","https://equipd.co.uk/fileupload/f1773868077029x200216584981317570/IMG_3177.jpg , https://equipd.co.uk/fileupload/f1773868061714x341546548948701300/IMG_3180.jpg , https://equipd.co.uk/fileupload/f1773868064041x370745267572836000/IMG_3179.jpg , https://equipd.co.uk/fileupload/f1773868074903x650102490863914400/IMG_3178.jpg","Worksop, UK","500","1","Home Use","","Nordic track S22i indoor studio bike","Spin Bikes","nordictrack-spin-bikes-worksop","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"BodyPower","","yes","","Like New","","no","","2-man Delivery","","","","Just brought this bodypower treadmill for £700 selling as moving back into town and my new apartment has a gym inside","","","https://equipd.co.uk/fileupload/f1774209861223x509563511407213440/653641461_1921005125221839_3728098322645363837_n.jpg , https://equipd.co.uk/fileupload/f1774209859090x355963205969673340/654269883_2719740508404147_5748369357905371672_n.jpg , https://equipd.co.uk/fileupload/f1774209865509x652369956234226000/654860941_1639014204109550_6611388122131533826_n.jpg","Manchester, UK","300","1","Home Use","","Bodypower Treadmill","Treadmills","bodypower-treadmills-manchester","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Wattbike","","yes","","Like New","","no","","Van","","","","Wattbike pro trainer
Been in garage not used since Christmas 
Screen works off cycle power or plug, plug is missing only about £6 on Amazon 
Collection buckshaw ","","","https://equipd.co.uk/fileupload/f1774209954316x737757539631000000/654200157_1427138789155338_4812774381521589512_n%20%282%29.jpg , https://equipd.co.uk/fileupload/f1774209956552x349663722852044740/654200157_1427138789155338_4812774381521589512_n%20%281%29.jpg , https://equipd.co.uk/fileupload/f1774209961359x504682880282429900/654200157_1427138789155338_4812774381521589512_n.jpg","Buckshaw Village, Chorley, UK","400","1","Full Commercial","","Wattbike pro trainer","Spin Bikes","wattbike-spin-bikes-buckshaw-village","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Technogym","","yes","","Like New","","no","","2-man Delivery","","","","Hardly used. Heart rate monitor and bits still in original packaging.  Collection only.  Heavy so 2+ people required to lift","","","https://equipd.co.uk/fileupload/f1774210042295x756841568232435200/656701180_1443858134187399_8187055103604952701_n.jpg , https://equipd.co.uk/fileupload/f1774210044661x776409488501384600/653660534_1483304493194991_4996810912644363916_n.jpg , https://equipd.co.uk/fileupload/f1774210049594x889321120123957500/654620195_4627287664165332_5550821800810083184_n.jpg , https://equipd.co.uk/fileupload/f1774210051118x582858612733507200/655111410_1576746326949959_4244680844667419141_n.jpg , https://equipd.co.uk/fileupload/f1774210057810x393476808618078000/654269883_25989650184071431_4062603194493704212_n.jpg , https://equipd.co.uk/fileupload/f1774210055876x792649806116841600/657364644_2253058495524435_2222879232325429750_n.jpg","Buckingham MK18, UK","495","1","Home Use","","TechnoGym Cross Forma Elliptical machine","Crosstrainers","technogym-crosstrainers-buckingham","","","0","ZERO_IMAGES","6","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Powertec","","yes","","Used","","no","","Pallet Delivery","","","","Powertec Leverage Gym System + Other Equipment
Powertec Leverage System in excellent working order – smooth, solid and performs like new.�Rubber cable has some cosmetic threading but doesn’t affect use at all.�Only selling due to an upgrade.
Weights not included.
Available items:�• Powertec Leverage System – £500�• Pull‑Up Station – £140�• Squat Rack – £120
Bundle Price: £600 for everything
Collection from Glossop","","","https://equipd.co.uk/fileupload/f1774210148463x185307407510029150/654196291_2331513567342970_3605630018131222063_n.jpg , https://equipd.co.uk/fileupload/f1774210141826x363574167083495300/654230059_2428143294308757_3450375316485269925_n.jpg , https://equipd.co.uk/fileupload/f1774210144384x132506218283228400/653642805_2226776198152732_598280436809443800_n.jpg , https://equipd.co.uk/fileupload/f1774210149402x711018343492434800/653655215_24776126982085776_5166404593101482884_n.jpg , https://equipd.co.uk/fileupload/f1774210154082x846149521848980500/654579742_1465027995078459_6620474752851366101_n.jpg","Glossop SK13, UK","600","1","Home Use","","Powertec leverage system, Pull up station, Squat Rack","Multi-gym","powertec-multi-gym-glossop","","","0","ZERO_IMAGES","5","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Life Fitness","","yes","","Used","","no","","2-man Delivery","","","","Fully working treadmill, all functions working.
Genuine reason for a very reluctant sale. 
Would need a van to collect and a couple of people as very heavy.
This is not a cheap treadmill, these are the ones they use in gyms.
Grab a bargain. This is the cheapest one in the country that’s fully working by a considerable amount. 
Stupid offers will be ignored so don’t bother. 
Any questions, message me","","","https://equipd.co.uk/fileupload/f1774210419726x931047494856671900/654213787_814730444369729_8786034572060527361_n.jpg , https://equipd.co.uk/fileupload/f1774210413076x981828775996456600/655499732_2156220721789296_5176194601658614693_n.jpg , https://equipd.co.uk/fileupload/f1774210415364x298969512496333630/655104246_1294308125934306_1421733278321084091_n.jpg , https://equipd.co.uk/fileupload/f1774210420747x995442554541533000/653944367_813867584490970_6285189644391872426_n.jpg","Bradford, UK","250","1","Full Commercial","","Life fitness 95ti treadmill","Treadmills","life-fitness-treadmills-bradford","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"NordicTrack","","yes","","Used","","no","","2-man Delivery","","","","Nordictrack T9.2 Running Machine, Bowflex 4-41Kg Bowflex SelectTech 1090i Dumbbells & Stand & Bench for Sale.

Includes bench, stand for 2x Bowflex & rubber mate for running machine. 

It has seen use but still works perfectly fine would some sell as a complete bundle.","","","https://equipd.co.uk/fileupload/f1774249956834x667333011202430700/IMG_3193.jpg , https://equipd.co.uk/fileupload/f1774249951286x197006507635307600/IMG_3194.jpg , https://equipd.co.uk/fileupload/f1774249954029x574659779259073300/IMG_3193.jpg","Walsall, UK","450","1","Home Use","","Nordictrack T9.2 Running Machine, Bowflex 4-41Kg Bowflex SelectTech 1090i Dumbbells & Stand & Bench","Treadmills","nordictrack-treadmills-walsall","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Concept2","","yes","","Used","","no","","Van","","","","Concept 2 rower/ covered 1,400,000 meters , so well used  but in good condition and very well maintained.
£500","","","https://equipd.co.uk/fileupload/f1774385162735x110666868070304690/IMG_3205.jpg , https://equipd.co.uk/fileupload/f1774385155247x596761094500282600/IMG_3206.jpg","Whitley Bay, UK","500","1","Full Commercial","","Concept 2 Rower PM5","Rowers","concept2-rowers-whitley-bay","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Concept2","","yes","","Like New","","no","","Van","","","","Concept 2 Skierg for sale.

Lockdown purchase and an embarrassing 29,000 metres covered since new. Have original receipts.

Skierg only , no base. 
£600","","","https://equipd.co.uk/fileupload/f1774385261461x865504033139947700/IMG_3207.jpg , https://equipd.co.uk/fileupload/f1774385257245x702524105465005000/IMG_3208.jpg","Whitley Bay, UK","600","1","Full Commercial","","Concept 2 Skierg PM5","Skierg","concept2-skierg-whitley-bay","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Technogym","","yes","","Like New","","no","","2-man Delivery","","","","Techno gym exercise bike as good as new","","","https://equipd.co.uk/fileupload/f1774457350137x244166928746811780/IMG_3209.jpg , https://equipd.co.uk/fileupload/f1774457352937x335734176234539400/IMG_3210.jpg , https://equipd.co.uk/fileupload/f1774457358139x296356657626547260/IMG_3211.jpg , https://equipd.co.uk/fileupload/f1774457365263x586872384902681360/IMG_3212.jpg , https://equipd.co.uk/fileupload/f1774457368573x841972394535623000/IMG_3213.jpg","Worksop, UK","150","1","Full Commercial","","Exercise bike techno gym","Recumbent Bikes","technogym-recumbent-bikes-worksop","","","0","ZERO_IMAGES","5","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Life Fitness","","yes","","Used","","no","","Pallet Delivery","","","","Home Multigym with multiple cable stacks, adjustable seat orientations and many possible exercises (e.g. chest/shoulder press, lat pulldown, bicep curl, tricep extension, leg extension, hamstring curl). COLLECTION ONLY (though help will be provided for disassembly)","","","https://equipd.co.uk/fileupload/f1774463440479x274262909348241600/IMG_3219.jpg , https://equipd.co.uk/fileupload/f1774463443103x248798086375141560/IMG_3218.jpg , https://equipd.co.uk/fileupload/f1774463448350x900512985802135300/IMG_3217.jpg , https://equipd.co.uk/fileupload/f1774463450660x532770061287720200/IMG_3216.jpg , https://equipd.co.uk/fileupload/f1774463453779x312469790564862800/IMG_3215.jpg , https://equipd.co.uk/fileupload/f1774463456649x210913916177151160/IMG_3214.jpg","Birmingham, UK","400","1","Home Use","","LifeFitness Home Multigym","Multi-gym","life-fitness-multi-gym-birmingham","","","0","ZERO_IMAGES","6","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Taurus","","yes","","Like New","","no","","2-man Delivery","","","","Excellent Treadmill  -  only 1 year old
Sadly back injury  means  I won’t  ever run again- had very light use  paid £3500

Being a commercial  model it is very heavy it’s not something that folds up and wheels out - sadly I cannot support in it’s movement 

Spacious 157 × 56 cm cushioned running deck
 Top speed of 22 km/h with a smooth 3.5 HP motor
 Strong motorised incline from 0 to 15 percent
 Choice of 10 or 15.6 inch touchscreen with apps
 Quick speed and incline levers on the rails
 App Connectivity:  iConsole+","","","https://equipd.co.uk/fileupload/f1774609188416x481067878109748350/656078798_26780908701504465_3673413603136401573_n.jpg , https://equipd.co.uk/fileupload/f1774609189759x721823328011813800/657684475_1281649660736023_7959182746714976745_n.jpg , https://equipd.co.uk/fileupload/f1774609191117x618143158640717000/655963784_972003578590813_8672094878870442349_n.jpg","Doncaster, UK","1500","1","Full Commercial","","Taurus T9.9 commercial treadmill","Treadmills","taurus-treadmills-doncaster","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Body-Solid","","yes","","Used","","no","","Pallet Delivery","","","","Body-Solid G6B Bi-Angular multi gym with leg press attachment and lots of extra accessories included.

This is a commercial-quality home gym with a huge range of exercises including:

• Chest press
• Lat pulldown
• Seated row
• Leg extension / curl
• Leg press
• Cable exercises
• Core work

Extremely smooth and solid machine. 

Everything works perfectly and it’s in good used condition.

Includes additional attachments and accessories.

These sell for around £3,500 new, so this is a great opportunity to pick up a serious home gym setup for much less.

Only selling because I’m changing my gym setup.

Collection only. It’s a heavy machine so bring a van and help.","","","https://equipd.co.uk/fileupload/f1774735610825x292445392679407740/658212406_1553546699042447_5341181038761161415_n.jpg , https://equipd.co.uk/fileupload/f1774735608892x391546594744230300/660446278_943663254917579_3614438702454795169_n.jpg","York, UK","1200","1","Home Use","","Body Solid G6B Multi Gym + Leg Press + Attachments","Multi-gym","body-solid-multi-gym-york","","","0","ZERO_IMAGES","2","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"NordicTrack","","yes","","Like New","","no","","Van","","","","Less than one year old. The x24 Nordictrack. Brilliant condition. Open to sensible offers","","","https://equipd.co.uk/fileupload/f1774771058578x998106637735180200/IMG_3226.jpg , https://equipd.co.uk/fileupload/f1774771050868x711650819298229400/IMG_3225.jpg , https://equipd.co.uk/fileupload/f1774771053293x929772300389612300/IMG_3224.jpg","Doncaster, UK","1100","1","Home Use","","Nordictrack X24,","Spin Bikes","nordictrack-spin-bikes-doncaster","","","0","ZERO_IMAGES","3","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
"Concept2","","yes","","Used","","no","","Van","","","","Bought but rarely used rowing machine.","","","https://equipd.co.uk/fileupload/f1774804578382x905155747079580400/IMG_3229.jpg , https://equipd.co.uk/fileupload/f1774804581564x500142888184662600/IMG_3230.jpg , https://equipd.co.uk/fileupload/f1774804587545x480674805672808060/IMG_3231.jpg , https://equipd.co.uk/fileupload/f1774804593697x852325287870975100/IMG_3232.jpg","Wolverhampton, UK","350","1","Full Commercial","","Concept C2 Rowing machine with PM4 Monitor","Rowers","concept2-rowers-wolverhampton","","","0","ZERO_IMAGES","4","0","All fileupload URLs failed (private CDN / expired equipd.co.uk SSL); Zero images in Supabase"
